Wavelength (nm),Absorbance (AU) 2024-10-08 14:44:49,Absorbance (AU) 2024-10-08 14:59:59,Absorbance (AU) 2024-10-08 15:15:09,Absorbance (AU) 2024-10-08 15:30:18,Absorbance (AU) 2024-10-08 15:45:28,Absorbance (AU) 2024-10-08 16:00:37,Absorbance (AU) 2024-10-08 16:15:47,Absorbance (AU) 2024-10-08 16:30:56,Absorbance (AU) 2024-10-08 16:46:06,Absorbance (AU) 2024-10-08 17:01:15,Absorbance (AU) 2024-10-08 17:16:24,Absorbance (AU) 2024-10-08 17:31:34,Absorbance (AU) 2024-10-08 17:46:43,Absorbance (AU) 2024-10-08 18:01:53,Absorbance (AU) 2024-10-08 18:17:02,Absorbance (AU) 2024-10-08 18:32:12,Absorbance (AU) 2024-10-08 18:47:21,Absorbance (AU) 2024-10-08 19:02:30,Absorbance (AU) 2024-10-08 19:17:40,Absorbance (AU) 2024-10-08 19:32:50,Absorbance (AU) 2024-10-08 19:47:59,Absorbance (AU) 2024-10-08 20:03:09,Absorbance (AU) 2024-10-08 20:18:18,Absorbance (AU) 2024-10-08 20:33:27
901.841506,0.06021741913951737,0.051958724368029834,0.0620729754180775,0.04184237427241835,0.036097286563799486,0.035219885518054925,0.04969070563614714,0.03653703660945367,0.07912352253430374,0.08617526610650138,0.11526488905494671,0.10493443631180897,0.09533340190215511,0.1018803250162151,0.1069820552594735,0.11578755140037836,0.11999089014225224,0.12131223932477907,0.12610226130178614,0.1358344860591888,0.13067188349457504,0.13338175131767596,0.1331109744399222,0.14299538000071363
904.394392,0.06210341157875507,0.0517761074039635,0.05308171374476037,0.020909642385607177,0.03576668688747224,0.026013471674429616,0.04316792154607304,0.0320072962823804,0.08605667003213636,0.08465345807261443,0.10985564863656484,0.09528407433140162,0.10739451771279607,0.10033122938999632,0.09504583265988945,0.1110909369509685,0.10813128270575376,0.11757069060698101,0.1108442990972004,0.13081251954736192,0.12388881775456691,0.13444491789583282,0.1274655913955924,0.1383680340549153
905.670145,0.05789377570018907,0.054886892929784874,0.05403048233968004,0.02365309493773185,0.03766107550896611,0.025255716225832208,0.047665126666904464,0.026058601154055245,0.08360498481340543,0.07502093797950063,0.1118224543300162,0.09398266608173261,0.09398266608173261,0.08957152182902436,0.08864899130365417,0.09914316960078257,0.10103440965393025,0.10916086455488684,0.10245861206909213,0.12237435638015401,0.1211348699746225,0.1191575690533514,0.12262204375670378,0.13317604485240564
908.220269,0.058467864661938235,0.03829708631485255,0.04645922499039693,0.023159819230196096,0.03124849131100086,0.01803499948573393,0.030471844452327538,0.022206852544148104,0.06679372889147303,0.07122586359982123,0.10397832105741527,0.0889586005243417,0.09517492396207444,0.0962947647704588,0.08282518938638593,0.09989357838990617,0.10466156038849138,0.10261289191804494,0.1122569567617604,0.11365177253902661,0.1117930676921203,0.12329688690552397,0.12377337024854808,0.1271171498319714
910.768552,0.043443946037736575,0.04287405516711549,0.04746046972441627,0.01771909312835452,0.017179638418411233,0.01146498687046993,0.02406135929992633,0.0134212973361013,0.05618725165667175,0.06209921348762722,0.08906250327975865,0.07886638945271589,0.08279265418014431,0.09201795943384554,0.08383168173431549,0.08403948724514962,0.08990527007369756,0.08990527007369756,0.10230013412901147,0.11437384421303623,0.09992296502780183,0.11705117682989555,0.12019449756195853,0.11126935582390698
913.314994,0.04484610847447659,0.03281542882451343,0.03548121669077063,0.007482047912813983,0.02213128690384491,0.01152271062347958,0.026654730094226045,0.008488540260743308,0.06417412002762336,0.07241077482068904,0.10319537706204981,0.0804060393738966,0.08475421225968544,0.08217973287546164,0.07942368604995319,0.09479394719221158,0.10072060234211512,0.10010453246908627,0.1015444777259781,0.11196518942836688,0.10236940263262301,0.10881347251404797,0.10944213666046061,0.11492694271914568
915.859594,0.04504341875749099,0.03432989019892657,0.0319831572583945,0.017015912864420585,0.024027774570902584,0.013631201892499483,0.022878547124622336,0.015240120317291737,0.06509350198464761,0.06761760427533603,0.09079736443838994,0.07878242763015651,0.08927870497284895,0.08268980094750927,0.08456319911336317,0.08870986362500977,0.09346839991855714,0.10588320490672888,0.1027472308341397,0.11401700646715927,0.10411685806463811,0.11321727010728218,0.10963419932956478,0.11301681125592183
918.402353,0.057946251839288726,0.047372309810729055,0.047536035364719696,0.02413167732631977,0.03306416572384535,0.024442336069788958,0.034968000050377056,0.02273686154905355,0.07237928913722934,0.08091190935481637,0.09975294233711929,0.08764144943294294,0.09140293908359859,0.09104295276937568,0.08942878673067367,0.09719525531740714,0.10122122470912466,0.10788674389754968,0.11483983232824035,0.11940735547546523,0.11200821986242847,0.12751177039799996,0.12402105762509785,0.12460039420075703
920.943271,0.07124160644155098,0.06656388340221703,0.06209186682815318,0.03404756857057091,0.042189766313257236,0.034346682563438445,0.044783137107557186,0.026341972305192814,0.08306867867180785,0.08557179050685654,0.11798735115143143,0.10663256417307058,0.10786050582799997,0.10296658109557595,0.10296658109557595,0.11583687897113185,0.11762841435999043,0.12413755465389884,0.11960781432682556,0.13744130543841726,0.12559639132086636,0.13687876122726997,0.1327782757180309,0.13969672989691592
923.482347,0.09067457027289684,0.07701608078806574,0.09241048095431005,0.0514476067732003,0.06331036277804473,0.057853893834473424,0.06494551927238694,0.06271738240621988,0.10752570806054487,0.11527433475998455,0.13585337746926474,0.122144510890898,0.12792003476019445,0.12248140770391713,0.12400426526058599,0.1372471437237488,0.13864510806936098,0.14286628869852885,0.14445841475880924,0.15196565121839103,0.14481315345912216,0.16014982987235704,0.15359136200769516,0.16438990191160086
