Wavelength (nm),Absorbance (AU) 2024-10-10 13:35:45,Absorbance (AU) 2024-10-10 13:50:51,Absorbance (AU) 2024-10-10 14:05:57,Absorbance (AU) 2024-10-10 14:21:03
901.841506,0.035734453971331376,0.03140147201385401,0.04425218119699928,0.047647507270656635
904.394392,0.0293496879970633,0.024777880262402463,0.03837094937364097,0.039109779856751486
905.670145,0.02909556795828647,0.021817852403316514,0.036717992639930676,0.03575798360455135
908.220269,0.021449613643422294,0.019006061233517394,0.03658740317555928,0.027046136904817837
910.768552,0.012911886229517403,0.011035397980216218,0.015215437321762863,0.022611977524494363
913.314994,0.007624777644966022,0.011976583309019209,0.015764854257451666,0.020187248821165283
915.859594,0.010294214533783626,0.013109535148565988,0.016697804214627784,0.027809673502809232
918.402353,0.020121365848149,0.019761362459881915,0.025737889297781535,0.03659916799216913
920.943271,0.037190938267654246,0.034739150486122215,0.048728693917119065,0.04586396107257469
923.482347,0.0625535299155756,0.057257009477736175,0.06999242345810289,0.07121361142222501
926.019582,0.08756200058353465,0.0857090419674537,0.09589502018842526,0.09367029336746684
928.554976,0.1169469830304283,0.11913523891989547,0.12099290346262058,0.12336821993618764
931.088528,0.14269899010814202,0.14537666236858676,0.1534943858295136,0.1607062184114673
933.620239,0.17371810558217016,0.1841029092038512,0.1879005920055717,0.1932994663479184
936.150109,0.20998079981929216,0.20928785212096096,0.21836205517228388,0.21959618443467702
938.678137,0.24501760016564844,0.2505823584221969,0.2505823584221969,0.2563906483825729
941.204324,0.2754331805475816,0.27635318920648644,0.2817202985439863,0.29129921222787963
943.72867,0.29139450724242094,0.3014793080405461,0.3052652260256565,0.3069793598057392
946.251174,0.3179276981430412,0.32831603120970526,0.3198347749155286,0.3304584043143934
948.771837,0.33957849015049535,0.3378290619205826,0.33685964103191546,0.3478232736308106
951.290658,0.34971035021506075,0.3520527252021195,0.3542103925684005,0.34990564617078723
953.807639,0.35504687102937416,0.34966682039360353,0.3632257715366731,0.36244105826878353
956.322778,0.35172331033703835,0.35551158128547083,0.3606692768873117,0.36491166975689165
958.836075,0.3577304256981242,0.36036574461877263,0.3681599356229234,0.3733588080828994
961.347531,0.36168222759743607,0.3550327532494422,0.3671034550913418,0.37201291306271095
963.857146,0.3645057835838453,0.35720336191399443,0.3681964065544144,0.3734082203126617
966.36492,0.3622998804694632,0.35817513576598364,0.36882229479806866,0.3691870041129796
968.870852,0.35293861589285547,0.3548539280369697,0.35677747555271083,0.3718870295249837
971.374943,0.35473275042588637,0.354389217780873,0.3626951783075604,0.354389217780873
973.877192,0.3502362375175293,0.3569857128067086,0.3576657192067688,0.3546139257781248
976.3776,0.3485891631921241,0.34498089393782505,0.3533845024423758,0.3580586640815442
978.876167,0.344659714444371,0.3417702754849455,0.3487021054315803,0.35293979237451634
981.372892,0.33214547901627284,0.33650434357029224,0.3386984818680645,0.34549501642368374
983.867776,0.3366925806360528,0.33422785155624973,0.33762082466658505,0.3383949495995254
986.360819,0.32627954145450766,0.3224065638264828,0.32613012828356014,0.3351784487383411
987.60665,0.3228500974126814,0.32655483816318265,0.3280454404276744,0.3295383956554883
990.096931,0.31568179465218493,0.312665295673371,0.3139558960554921,0.33118782294421584
992.58537,0.3071393613116356,0.31023703752505893,0.3170606311588814,0.31591709098438564
